@relation 'Domains 05.11.2020 12:35:42'

@attribute DomainLength numeric
@attribute NumberDigits numeric
@attribute NumberVowels numeric
@attribute NumberConsonants numeric
@attribute NumberSpecialCharacters numeric
@attribute NumberUniqueCharacter numeric
@attribute NumberRepetitions numeric
@attribute LengthDigitsSequence numeric
@attribute LengthVowelsSequence numeric
@attribute LengthConsonantSequence numeric
@attribute LengthSpecialCharactersSequence numeric
@attribute RatioDigitToLength numeric
@attribute RatioVowelsToLength numeric
@attribute RatioConsonantsToLength numeric
@attribute RatioSpecialCharactersToLength numeric
@attribute RatioVowelsToConsonants numeric
@attribute RatioUniqueCharacterToLength numeric
@attribute FrequencyRepeat numeric
@attribute FrequencyNgram2 numeric
@attribute FrequencyNgram3 numeric
@attribute FrequencyNgram4 numeric
@attribute FrequencyNgram5 numeric
@attribute class {0,1}

@data
12,0,2,9,0,11,3,0,1,4,0,0,0.166667,0.75,0,0.222222,0.916667,1,0.331865,1.963498,2,3,1
11,0,4,6,0,11,5,0,2,3,0,0,0.363636,0.545455,0,0.666667,1,1,1.058075,3.295231,3.873016,3,1
12,0,1,10,0,9,2,0,1,8,0,0,0.083333,0.833333,0,0.1,0.75,1.181818,-0.332942,1.803339,1.888889,3,1
11,0,2,8,0,9,3,0,1,5,0,0,0.181818,0.727273,0,0.25,0.818182,1,1.650261,2.659086,0.957955,3,1
11,0,3,7,0,10,4,0,1,4,0,0,0.272727,0.636364,0,0.428571,0.909091,1.1,0.102235,2.894647,4.194444,3,1
12,0,4,7,0,11,5,0,1,2,0,0,0.333333,0.583333,0,0.571429,0.916667,1,-1.167377,-1.025916,-1.357208,3,1
12,0,2,9,0,9,3,0,1,5,0,0,0.166667,0.75,0,0.222222,0.75,1.090909,-0.004865,-0.889405,-0.190476,3,1
12,0,5,6,0,10,6,0,4,2,0,0,0.416667,0.5,0,0.833333,0.833333,1.181818,-0.249819,-0.601613,0.187494,3,1
11,0,4,6,0,11,5,0,2,3,0,0,0.363636,0.545455,0,0.666667,1,1,-0.696436,0.021971,-0.532601,3,1
11,0,3,7,0,9,4,0,1,3,0,0,0.272727,0.636364,0,0.428571,0.818182,1.1,-0.792247,-1.038749,0.362097,3,1
12,0,1,10,0,10,2,0,1,8,0,0,0.083333,0.833333,0,0.1,0.833333,1.181818,1.516896,2.77001,1.667464,3,1
12,0,3,8,0,11,4,0,1,4,0,0,0.25,0.666667,0,0.375,0.916667,1,0.346236,1.095822,0.333333,3,1
11,0,2,8,0,8,3,0,1,6,0,0,0.181818,0.727273,0,0.25,0.727273,1,0.427237,2.446154,3.083333,3,1
12,0,2,9,0,11,3,0,1,7,0,0,0.166667,0.75,0,0.222222,0.916667,1,0.178235,0.204041,0.777056,2.333333,1
12,0,3,8,0,11,4,0,1,5,0,0,0.25,0.666667,0,0.375,0.916667,1,-0.73817,-0.886239,1.410468,3,1
11,0,2,8,0,8,3,0,1,6,0,0,0.181818,0.727273,0,0.25,0.727273,1,-1.153546,0.08707,0.06746,3,1
11,0,4,6,0,11,5,0,1,3,0,0,0.363636,0.545455,0,0.666667,1,1,0.619102,1.444407,1.150376,3,1
12,0,3,8,0,12,4,0,1,6,0,0,0.25,0.666667,0,0.375,1,1,-0.971772,-1.783225,-2.222944,2.333333,1
12,0,2,9,0,9,3,0,1,4,0,0,0.166667,0.75,0,0.222222,0.75,1.090909,2.274629,3.234752,3,3,1
12,0,1,10,0,9,2,0,1,8,0,0,0.083333,0.833333,0,0.1,0.75,1.090909,1.085122,3.241162,3.5,3,1
12,0,4,7,0,11,5,0,2,5,0,0,0.333333,0.583333,0,0.571429,0.916667,1.181818,0.479675,0.481991,1.2,3,1
11,0,3,7,0,11,4,0,1,5,0,0,0.272727,0.636364,0,0.428571,1,1,0.276199,1.353201,2.576647,3,1
11,0,1,9,0,9,2,0,1,8,0,0,0.090909,0.818182,0,0.111111,0.818182,1,1.388614,3.319097,4.222222,3,1
11,0,3,7,0,10,4,0,1,5,0,0,0.272727,0.636364,0,0.428571,0.909091,1,0.629199,2.589758,3.571429,3,1
12,0,3,8,0,11,4,0,1,4,0,0,0.25,0.666667,0,0.375,0.916667,1.090909,1.418525,1.629667,1.148148,3,1
12,0,4,7,0,9,5,0,2,2,0,0,0.333333,0.583333,0,0.571429,0.75,1.272727,-0.247407,0.045479,2.515305,4,1
11,0,4,6,0,9,5,0,3,3,0,0,0.363636,0.545455,0,0.666667,0.818182,1.1,2.101616,3.284193,4.921448,3,1
11,0,5,5,0,10,6,0,3,2,0,0,0.454545,0.454545,0,1,0.909091,1,1.459479,1.77858,4.017391,3,1
12,0,3,8,0,10,4,0,2,4,0,0,0.25,0.666667,0,0.375,0.833333,1.090909,0.014565,-0.28945,0.166667,3,1
11,0,3,7,0,9,4,0,2,6,0,0,0.272727,0.636364,0,0.428571,0.818182,1.1,0.87803,3.144731,5,3,1
11,0,2,8,0,9,3,0,1,4,0,0,0.181818,0.727273,0,0.25,0.818182,1.2,0.486308,2.14599,2.427273,3,1
11,0,3,7,0,11,4,0,1,3,0,0,0.272727,0.636364,0,0.428571,1,1,0.224443,1.044364,3.133333,3,1
11,0,3,7,0,11,4,0,1,4,0,0,0.272727,0.636364,0,0.428571,1,1,0.226966,0.780235,4.263768,3,1
11,0,2,8,0,10,3,0,1,4,0,0,0.181818,0.727273,0,0.25,0.909091,1,1.250602,3.342168,6,3,1
12,0,2,9,0,11,3,0,1,7,0,0,0.166667,0.75,0,0.222222,0.916667,1,1.13983,1.625099,3.172414,3,1
12,0,1,10,0,10,2,0,1,8,0,0,0.083333,0.833333,0,0.1,0.833333,1,0.565155,1.968389,2.857143,3,1
30,0,10,19,0,19,11,0,2,4,0,0,0.333333,0.633333,0,0.526316,0.633333,1.103448,0.400481,-1.844587,-5.345877,19.92555,1
30,0,11,18,0,19,12,0,2,3,0,0,0.366667,0.6,0,0.611111,0.633333,1.103448,-1.673808,-5.654803,-9.247884,18.92555,1
12,0,3,8,0,12,4,0,1,4,0,0,0.25,0.666667,0,0.375,1,1,0.951379,0.066347,-0.821513,2,1
12,0,4,7,0,11,5,0,1,2,0,0,0.333333,0.583333,0,0.571429,0.916667,1.090909,-1.357496,-1.906243,-2.190324,1,1
12,0,3,8,0,10,4,0,1,4,0,0,0.25,0.666667,0,0.375,0.833333,1.090909,-1.305828,-2.751467,-3.083246,2,1
30,0,12,17,0,18,13,0,3,3,0,0,0.4,0.566667,0,0.705882,0.6,1.103448,-0.733732,-4.577046,-7.549555,19.92555,1
30,0,11,18,0,17,12,0,2,3,0,0,0.366667,0.6,0,0.611111,0.566667,1.137931,0.208712,-2.600589,-6.249386,19.92555,1
17,0,6,10,0,10,7,0,2,3,0,0,0.352941,0.588235,0,0.6,0.588235,1.375,-0.45629,0.772926,1.524425,6.903856,1
17,0,5,11,0,10,6,0,2,6,0,0,0.294118,0.647059,0,0.454545,0.588235,1.375,-1.147379,0.51871,1.691091,6.903856,1
17,0,5,11,0,10,6,0,2,6,0,0,0.294118,0.647059,0,0.454545,0.588235,1.375,-0.50518,0.827418,1.524425,6.903856,1
17,0,6,10,0,9,7,0,2,3,0,0,0.352941,0.588235,0,0.6,0.529412,1.4375,-2.034725,-2.973292,-1.353482,6.903856,1
12,0,3,8,0,12,4,0,1,4,0,0,0.25,0.666667,0,0.375,1,1,-0.637941,-1.398659,-1.861192,2,1
12,0,4,7,0,12,5,0,2,3,0,0,0.333333,0.583333,0,0.571429,1,1,-0.087269,-2.543332,-3.335414,2,1
12,0,3,8,0,11,4,0,1,4,0,0,0.25,0.666667,0,0.375,0.916667,1,-1.061755,-2.654272,-4.465017,2,1
17,0,5,11,0,11,6,0,2,6,0,0,0.294118,0.647059,0,0.454545,0.647059,1.375,-0.350094,-0.136039,1.524425,6.903856,1
17,0,5,11,0,10,6,0,2,6,0,0,0.294118,0.647059,0,0.454545,0.588235,1.375,-1.494968,-0.692254,1.291091,6.903856,1
30,0,11,18,0,17,12,0,2,3,0,0,0.366667,0.6,0,0.611111,0.566667,1.137931,-2.090719,-5.603449,-9.178255,19.92555,1
12,0,6,5,0,10,7,0,4,2,0,0,0.5,0.416667,0,1.2,0.833333,1,-1.309767,-1.87684,-3.993587,2,1
17,0,6,10,0,10,7,0,2,4,0,0,0.352941,0.588235,0,0.6,0.588235,1.4375,-2.328302,-1.393475,-0.375575,6.903856,1
17,0,5,11,0,11,6,0,2,6,0,0,0.294118,0.647059,0,0.454545,0.647059,1.375,-0.941177,0.116614,-0.975575,6.903856,1
12,0,5,6,0,12,6,0,2,2,0,0,0.416667,0.5,0,0.833333,1,1,-2.111389,-5.27266,-6.376931,2,1
30,0,14,15,0,16,15,0,5,3,0,0,0.466667,0.5,0,0.933333,0.533333,1.172414,-1.020969,-3.339755,-7.622889,19.92555,1
30,0,12,17,0,18,13,0,2,3,0,0,0.4,0.566667,0,0.705882,0.6,1.103448,-0.082656,-2.381555,-6.381096,19.92555,1
17,0,7,9,0,10,8,0,2,2,0,0,0.411765,0.529412,0,0.777778,0.588235,1.375,-2.74777,-3.196184,-2.735101,6.903856,1
17,0,5,11,0,10,6,0,2,6,0,0,0.294118,0.647059,0,0.454545,0.588235,1.375,-0.280478,0.281478,1.297152,6.903856,1
30,0,11,18,0,16,12,0,2,3,0,0,0.366667,0.6,0,0.611111,0.533333,1.103448,-1.767982,-5.089321,-9.508025,19.92555,1
12,0,3,8,0,11,4,0,1,4,0,0,0.25,0.666667,0,0.375,0.916667,1,0.233408,-0.546697,-0.821513,2,1
12,0,3,8,0,12,4,0,1,4,0,0,0.25,0.666667,0,0.375,1,1,-0.022552,-1.360096,-2.806395,1,1
12,0,3,8,0,11,4,0,1,4,0,0,0.25,0.666667,0,0.375,0.916667,1,0.016102,-1.210973,-1.741344,1,1
30,0,13,16,0,17,14,0,4,3,0,0,0.433333,0.533333,0,0.8125,0.566667,1.172414,-0.967692,-3.021085,-7.100164,19.92555,1
17,0,5,11,0,9,6,0,2,6,0,0,0.294118,0.647059,0,0.454545,0.529412,1.5,-1.248021,0.265492,1.73871,6.903856,1
30,0,12,17,0,17,13,0,2,3,0,0,0.4,0.566667,0,0.705882,0.566667,1.137931,-0.59227,-2.999818,-6.592839,19.92555,1
30,0,10,19,0,19,11,0,2,4,0,0,0.333333,0.633333,0,0.526316,0.633333,1.103448,0.053839,-1.84585,-5.276122,19.92555,1
17,0,5,11,0,10,6,0,2,6,0,0,0.294118,0.647059,0,0.454545,0.588235,1.375,-2.003922,-0.544674,-0.975575,6.903856,1
12,0,4,7,0,11,5,0,1,2,0,0,0.333333,0.583333,0,0.571429,0.916667,1,-1.388573,-2.928567,-3.809461,2,1
17,0,9,7,0,9,10,0,4,2,0,0,0.529412,0.411765,0,1.285714,0.529412,1.375,-2.177952,-1.716786,-2.310491,6.903856,1
17,0,5,11,0,9,6,0,2,6,0,0,0.294118,0.647059,0,0.454545,0.529412,1.4375,-1.977778,-0.00596,-0.451382,6.903856,1
17,0,5,11,0,10,6,0,2,6,0,0,0.294118,0.647059,0,0.454545,0.588235,1.375,-0.434841,0.468039,2.024425,6.903856,1
17,0,7,9,0,9,8,0,2,2,0,0,0.411765,0.529412,0,0.777778,0.529412,1.625,-2.318374,-2.892325,-1.794548,6.528856,1
12,0,4,7,0,11,5,0,2,3,0,0,0.333333,0.583333,0,0.571429,0.916667,1,-1.640384,-3.020001,-3.41127,1,1
17,0,6,10,0,11,7,0,2,5,0,0,0.352941,0.588235,0,0.6,0.647059,1.375,-0.787756,0.049598,1.524425,6.903856,1
17,0,7,9,0,10,8,0,2,4,0,0,0.411765,0.529412,0,0.777778,0.588235,1.375,-0.339503,0.735126,2.024425,6.903856,1
17,0,5,11,0,10,6,0,2,6,0,0,0.294118,0.647059,0,0.454545,0.588235,1.4375,-1.8812,-1.526342,0.797152,6.903856,1
30,0,10,19,0,17,11,0,2,4,0,0,0.333333,0.633333,0,0.526316,0.566667,1.103448,0.048155,-3.397152,-7.508791,19.771704,1
17,0,6,10,0,11,7,0,2,3,0,0,0.352941,0.588235,0,0.6,0.647059,1.375,-2.224555,-2.455956,-2.946329,6.903856,1
12,0,4,7,0,10,5,0,1,2,0,0,0.333333,0.583333,0,0.571429,0.833333,1.090909,-0.940381,-1.982219,-2.82942,2,1
17,0,5,11,0,9,6,0,2,6,0,0,0.294118,0.647059,0,0.454545,0.529412,1.4375,-1.935469,-1.550228,0.724425,6.903856,1
12,0,4,7,0,10,5,0,2,3,0,0,0.333333,0.583333,0,0.571429,0.833333,1,-1.483936,-4.465059,-5.609095,2,1
30,0,11,18,0,16,12,0,2,3,0,0,0.366667,0.6,0,0.611111,0.533333,1.103448,-0.778588,-3.820781,-7.802165,19.92555,1
30,0,10,19,0,18,11,0,2,4,0,0,0.333333,0.633333,0,0.526316,0.6,1.137931,0.96669,-1.447858,-4.712544,19.92555,1
30,0,11,18,0,16,12,0,2,3,0,0,0.366667,0.6,0,0.611111,0.533333,1.103448,-1.382747,-4.040069,-8.155952,19.92555,1
12,0,4,7,0,10,5,0,2,3,0,0,0.333333,0.583333,0,0.571429,0.833333,1,-1.163605,-2.980643,-3.573198,2,1
12,0,4,7,0,11,5,0,1,2,0,0,0.333333,0.583333,0,0.571429,0.916667,1.090909,-1.991559,-5.038282,-5.777582,1,1
12,0,3,8,0,12,4,0,1,4,0,0,0.25,0.666667,0,0.375,1,1,-1.716982,-2.796544,-2.984288,1,1
30,0,11,18,0,17,12,0,2,3,0,0,0.366667,0.6,0,0.611111,0.566667,1.137931,0.068067,-3.261516,-6.205612,19.92555,1
30,0,11,18,0,18,12,0,2,3,0,0,0.366667,0.6,0,0.611111,0.6,1.103448,-1.592476,-4.939415,-8.816273,18.92555,1
17,0,6,10,0,11,7,0,2,4,0,0,0.352941,0.588235,0,0.6,0.647059,1.375,-3.113889,-2.304808,-1.642242,6.903856,1
30,0,10,19,0,17,11,0,2,4,0,0,0.333333,0.633333,0,0.526316,0.566667,1.103448,-1.942182,-5.225152,-9.493788,19.92555,1
30,0,12,17,0,18,13,0,2,3,0,0,0.4,0.566667,0,0.705882,0.6,1.103448,-1.6976,-3.668585,-6.491699,19.92555,1
30,0,10,19,0,17,11,0,2,4,0,0,0.333333,0.633333,0,0.526316,0.566667,1.172414,1.58907,-1.174597,-5.345877,19.92555,1
30,0,10,19,0,18,11,0,2,4,0,0,0.333333,0.633333,0,0.526316,0.6,1.137931,0.616565,-1.621919,-5.37921,19.92555,1
12,0,3,8,0,10,4,0,1,4,0,0,0.25,0.666667,0,0.375,0.833333,1.090909,-1.211143,-1.649325,-2.675403,2,1
30,0,10,19,0,19,11,0,2,4,0,0,0.333333,0.633333,0,0.526316,0.633333,1.137931,1.672276,-1.066699,-5.345877,19.92555,1
12,0,5,6,0,11,6,0,2,2,0,0,0.416667,0.5,0,0.833333,0.916667,1,-0.415192,-0.670991,-1.321513,2,1
12,0,4,7,0,11,5,0,1,2,0,0,0.333333,0.583333,0,0.571429,0.916667,1,-0.272315,-0.856761,0.002016,2,1
30,0,14,15,0,16,15,0,5,3,0,0,0.466667,0.5,0,0.933333,0.533333,1.103448,0.031116,-1.861507,-5.346048,19.92555,1
17,0,6,10,0,11,7,0,2,3,0,0,0.352941,0.588235,0,0.6,0.647059,1.375,-0.758947,-0.269955,0.855194,6.903856,1
30,0,12,17,0,16,13,0,2,3,0,0,0.4,0.566667,0,0.705882,0.533333,1.172414,-0.490501,-4.079715,-7.628264,19.92555,1
17,0,5,11,0,10,6,0,2,6,0,0,0.294118,0.647059,0,0.454545,0.588235,1.375,-1.486722,-0.120103,1.73871,6.903856,1
12,0,4,7,0,12,5,0,2,3,0,0,0.333333,0.583333,0,0.571429,1,1,-0.326377,-1.307845,-3.794021,2,1
17,0,5,11,0,10,6,0,2,6,0,0,0.294118,0.647059,0,0.454545,0.588235,1.4375,-1.484877,-0.265969,2.024425,6.903856,1
12,0,5,6,0,11,6,0,3,2,0,0,0.416667,0.5,0,0.833333,0.916667,1,-2.018672,-3.715524,-4.672223,1,1
17,0,6,10,0,11,7,0,2,3,0,0,0.352941,0.588235,0,0.6,0.647059,1.375,-1.56964,-2.097165,-0.348591,6.903856,1
30,0,12,17,0,18,13,0,3,3,0,0,0.4,0.566667,0,0.705882,0.6,1.103448,-0.853083,-3.884786,-6.696754,19.92555,1
17,0,6,10,0,10,7,0,2,3,0,0,0.352941,0.588235,0,0.6,0.588235,1.375,-1.721899,-1.165074,0.745304,6.903856,1
30,0,10,19,0,18,11,0,2,4,0,0,0.333333,0.633333,0,0.526316,0.6,1.137931,0.38915,-3.19372,-7.443719,19.72555,1
17,0,8,8,0,9,9,0,2,2,0,0,0.470588,0.470588,0,1,0.529412,1.625,-2.217261,-2.753454,-0.436826,5.528856,1
17,0,5,11,0,10,6,0,2,6,0,0,0.294118,0.647059,0,0.454545,0.588235,1.4375,-1.391677,0.374899,0.798618,6.903856,1
30,0,10,19,0,17,11,0,2,4,0,0,0.333333,0.633333,0,0.526316,0.566667,1.103448,-0.739939,-3.355557,-6.837313,19.92555,1
30,0,12,17,0,16,13,0,2,3,0,0,0.4,0.566667,0,0.705882,0.533333,1.103448,-1.553871,-4.858447,-8.077508,19.92555,1
17,0,5,11,0,10,6,0,2,6,0,0,0.294118,0.647059,0,0.454545,0.588235,1.375,-1.158389,0.758846,2.024425,6.903856,1
12,0,3,8,0,11,4,0,1,4,0,0,0.25,0.666667,0,0.375,0.916667,1,-0.975753,-1.916593,-2.18017,1.6,1
30,0,10,19,0,18,11,0,2,4,0,0,0.333333,0.633333,0,0.526316,0.6,1.103448,0.605126,-2.863357,-7.550778,19.92555,1
30,0,11,18,0,18,12,0,2,3,0,0,0.366667,0.6,0,0.611111,0.6,1.103448,-1.759306,-4.028986,-7.134888,19.92555,1
17,0,7,9,0,10,8,0,2,2,0,0,0.411765,0.529412,0,0.777778,0.588235,1.375,-3.409532,-4.626469,-5.594254,6.903856,1
17,0,9,7,0,9,10,0,4,2,0,0,0.529412,0.411765,0,1.285714,0.529412,1.375,-2.482459,-1.869001,-0.96887,6.343856,1
17,0,8,8,0,10,9,0,2,2,0,0,0.470588,0.470588,0,1,0.588235,1.375,-2.426477,-2.267969,-3.066999,6.903856,1
17,0,7,9,0,9,8,0,2,2,0,0,0.411765,0.529412,0,0.777778,0.529412,1.375,-2.422077,-3.329809,-3.737377,5.677189,1
12,0,5,6,0,11,6,0,2,2,0,0,0.416667,0.5,0,0.833333,0.916667,1,-1.797945,-3.850434,-5.746689,2,1
17,0,6,10,0,11,7,0,2,3,0,0,0.352941,0.588235,0,0.6,0.647059,1.375,-0.855361,-0.213511,0.524425,6.903856,1
12,0,4,7,0,11,5,0,2,3,0,0,0.333333,0.583333,0,0.571429,0.916667,1,-0.400307,-2.608435,-3.226931,2,1
30,0,10,19,0,18,11,0,2,4,0,0,0.333333,0.633333,0,0.526316,0.6,1.137931,0.917963,-2.637261,-6.832207,19.92555,1
17,0,5,11,0,10,6,0,2,6,0,0,0.294118,0.647059,0,0.454545,0.588235,1.375,0.107151,0.693016,2.024425,6.903856,1
17,0,5,11,0,10,6,0,2,6,0,0,0.294118,0.647059,0,0.454545,0.588235,1.375,-1.921546,0.5666,2.024425,6.903856,1
30,0,11,18,0,18,12,0,2,3,0,0,0.366667,0.6,0,0.611111,0.6,1.103448,0.64023,-1.955342,-5.112487,19.92555,1
12,0,3,8,0,10,4,0,1,4,0,0,0.25,0.666667,0,0.375,0.833333,1,-0.342097,0.136253,0.002016,2,1
17,0,6,10,0,11,7,0,2,3,0,0,0.352941,0.588235,0,0.6,0.647059,1.375,-2.05187,-1.942661,-0.725575,6.903856,1
12,0,3,8,0,11,4,0,1,4,0,0,0.25,0.666667,0,0.375,0.916667,1,-0.247414,-0.89606,-2.442943,2,1
30,0,10,19,0,18,11,0,2,4,0,0,0.333333,0.633333,0,0.526316,0.6,1.137931,-0.093182,-2.547186,-8.898187,19.92555,1
30,0,10,19,0,17,11,0,2,4,0,0,0.333333,0.633333,0,0.526316,0.566667,1.103448,-0.539992,-2.5063,-7.427165,19.92555,1
12,0,5,6,0,9,6,0,3,2,0,0,0.416667,0.5,0,0.833333,0.75,1.090909,-2.101661,-4.38025,-5.618674,2,1
12,0,4,7,0,9,5,0,1,3,0,0,0.333333,0.583333,0,0.571429,0.75,1.090909,-1.934769,-3.242482,-3.001415,2,1
12,0,3,8,0,11,4,0,1,4,0,0,0.25,0.666667,0,0.375,0.916667,1,-0.791817,-1.891335,-3.05961,2,1
12,0,3,8,0,11,4,0,1,4,0,0,0.25,0.666667,0,0.375,0.916667,1,-1.458952,-2.216638,-1.46324,2,1
17,0,6,10,0,11,7,0,2,5,0,0,0.352941,0.588235,0,0.6,0.647059,1.375,-2.093459,-0.188508,0.524425,6.903856,1
30,0,11,18,0,19,12,0,2,3,0,0,0.366667,0.6,0,0.611111,0.633333,1.103448,-0.36935,-4.058287,-8.600652,19.92555,1
12,0,3,8,0,11,4,0,1,4,0,0,0.25,0.666667,0,0.375,0.916667,1.090909,-0.978922,-3.42127,-3.779606,1,1
12,0,4,7,0,12,5,0,1,3,0,0,0.333333,0.583333,0,0.571429,1,1,0.314639,-1.273705,-1.481525,2,1
17,0,7,9,0,9,8,0,2,4,0,0,0.411765,0.529412,0,0.777778,0.529412,1.375,-1.77177,-0.415616,2.024425,6.903856,1
12,0,6,5,0,11,7,0,4,2,0,0,0.5,0.416667,0,1.2,0.916667,1.090909,-2.130926,-2.782722,-2.399694,2,1
17,0,6,10,0,9,7,0,2,3,0,0,0.352941,0.588235,0,0.6,0.529412,1.625,-2.696853,-2.010609,-2.206286,6.528856,1
12,0,3,8,0,12,4,0,1,4,0,0,0.25,0.666667,0,0.375,1,1,1.081443,0.288879,0.002016,2,1
17,0,5,11,0,11,6,0,2,6,0,0,0.294118,0.647059,0,0.454545,0.647059,1.375,-0.666912,0.609006,1.452996,6.903856,1
17,0,6,10,0,11,7,0,2,3,0,0,0.352941,0.588235,0,0.6,0.647059,1.375,-1.042114,0.244932,2.024425,6.903856,1
17,0,6,10,0,9,7,0,2,3,0,0,0.352941,0.588235,0,0.6,0.529412,1.4375,-2.411616,-1.465853,0.989642,6.903856,1
12,0,4,7,0,11,5,0,2,3,0,0,0.333333,0.583333,0,0.571429,0.916667,1,-0.523419,-3.438723,-2.993598,2,1
12,0,4,7,0,11,5,0,2,3,0,0,0.333333,0.583333,0,0.571429,0.916667,1,-0.88281,-1.203206,-2.236667,1,1
17,0,5,11,0,10,6,0,2,6,0,0,0.294118,0.647059,0,0.454545,0.588235,1.375,-0.799665,0.38759,0.524425,6.903856,1
12,0,3,8,0,11,4,0,1,4,0,0,0.25,0.666667,0,0.375,0.916667,1,-0.916189,-2.783128,-2.873274,2,1
17,0,5,11,0,10,6,0,2,6,0,0,0.294118,0.647059,0,0.454545,0.588235,1.375,-1.076412,0.863691,2.024425,6.903856,1
17,0,6,10,0,8,7,0,2,3,0,0,0.352941,0.588235,0,0.6,0.470588,1.375,-1.516559,-2.656502,-2.32586,6.903856,1
12,0,5,6,0,10,6,0,2,2,0,0,0.416667,0.5,0,0.833333,0.833333,1,-2.023326,-5.045921,-7.662091,2,1
12,0,4,7,0,10,5,0,2,3,0,0,0.333333,0.583333,0,0.571429,0.833333,1,-1.966591,-4.735314,-5.401931,2,1
17,0,5,11,0,10,6,0,2,6,0,0,0.294118,0.647059,0,0.454545,0.588235,1.375,-0.58888,-0.148524,1.024425,6.903856,1
17,0,5,11,0,10,6,0,2,6,0,0,0.294118,0.647059,0,0.454545,0.588235,1.375,-0.917818,0.021143,0.524425,6.903856,1
17,0,5,11,0,10,6,0,2,6,0,0,0.294118,0.647059,0,0.454545,0.588235,1.4375,-1.127089,0.06931,0.465285,6.903856,1
30,0,12,17,0,16,13,0,2,3,0,0,0.4,0.566667,0,0.705882,0.533333,1.103448,-1.829774,-4.965084,-8.260749,19.92555,1
17,0,5,11,0,10,6,0,2,6,0,0,0.294118,0.647059,0,0.454545,0.588235,1.375,-1.397542,0.361134,2.024425,6.903856,1
30,0,11,18,0,17,12,0,2,3,0,0,0.366667,0.6,0,0.611111,0.566667,1.137931,-0.874052,-3.311757,-7.536598,19.92555,1
30,0,11,18,0,17,12,0,2,3,0,0,0.366667,0.6,0,0.611111,0.566667,1.137931,-0.027404,-2.977597,-7.620086,19.92555,1
30,0,10,19,0,17,11,0,2,4,0,0,0.333333,0.633333,0,0.526316,0.566667,1.103448,0.038424,-3.245616,-6.873362,19.92555,1
12,0,4,7,0,10,5,0,1,2,0,0,0.333333,0.583333,0,0.571429,0.833333,1.090909,-2.114725,-3.808147,-6.525855,2,1
17,0,5,11,0,11,6,0,2,6,0,0,0.294118,0.647059,0,0.454545,0.647059,1.375,-1.142661,-0.448983,0.917282,6.903856,1
17,0,6,10,0,9,7,0,2,4,0,0,0.352941,0.588235,0,0.6,0.529412,1.375,-1.970067,-1.973079,0.83871,6.903856,1
17,0,6,10,0,11,7,0,2,3,0,0,0.352941,0.588235,0,0.6,0.647059,1.375,-2.416789,-4.152744,-5.19128,6.903856,1
17,0,5,11,0,9,6,0,2,6,0,0,0.294118,0.647059,0,0.454545,0.529412,1.375,-2.008727,-1.249804,-0.702848,6.903856,1
30,0,12,17,0,18,13,0,2,3,0,0,0.4,0.566667,0,0.705882,0.6,1.103448,-1.227254,-3.584166,-8.18002,19.92555,1
12,0,3,8,0,12,4,0,1,4,0,0,0.25,0.666667,0,0.375,1,1,-1.13576,-2.044212,-3.039775,2,1
12,0,5,6,0,10,6,0,2,2,0,0,0.416667,0.5,0,0.833333,0.833333,1.090909,-0.868737,-1.980732,-3.097321,2,1
12,0,6,5,0,9,7,0,2,2,0,0,0.5,0.416667,0,1.2,0.75,1.090909,-1.758172,-3.543434,-4.748964,2,1
12,0,4,7,0,12,5,0,2,3,0,0,0.333333,0.583333,0,0.571429,1,1,-0.881583,-2.977101,-5.396095,2,1
17,0,6,10,0,10,7,0,2,3,0,0,0.352941,0.588235,0,0.6,0.588235,1.375,-1.432862,-2.41404,-2.795528,6.343856,1
17,0,5,11,0,10,6,0,2,6,0,0,0.294118,0.647059,0,0.454545,0.588235,1.4375,-2.579512,-0.926644,0.667282,6.903856,1
30,0,10,19,0,16,11,0,2,4,0,0,0.333333,0.633333,0,0.526316,0.533333,1.103448,-0.544633,-3.47137,-7.510927,19.771704,1
17,0,7,9,0,10,8,0,2,4,0,0,0.411765,0.529412,0,0.777778,0.588235,1.375,-0.813341,0.495813,1.107758,6.903856,1
30,0,11,18,0,18,12,0,2,3,0,0,0.366667,0.6,0,0.611111,0.6,1.137931,0.449976,-1.668548,-6.345877,19.92555,1
30,0,10,19,0,18,11,0,2,4,0,0,0.333333,0.633333,0,0.526316,0.6,1.103448,0.228702,-3.15195,-6.619394,19.92555,1
17,0,6,10,0,10,7,0,2,5,0,0,0.352941,0.588235,0,0.6,0.588235,1.375,-1.997651,-1.64595,-3.475575,6.903856,1
30,0,12,17,0,17,13,0,3,3,0,0,0.4,0.566667,0,0.705882,0.566667,1.103448,-0.799219,-3.788092,-8.315184,19.92555,1
12,0,3,8,0,11,4,0,1,4,0,0,0.25,0.666667,0,0.375,0.916667,1,-0.843858,-1.703795,-2.385537,2,1
12,0,3,8,0,11,4,0,1,4,0,0,0.25,0.666667,0,0.375,0.916667,1,-0.349183,-0.950333,-1.520565,2,1
12,0,4,7,0,11,5,0,1,2,0,0,0.333333,0.583333,0,0.571429,0.916667,1.090909,-0.563581,-1.468505,-3.62856,1,1
12,0,4,7,0,9,5,0,2,3,0,0,0.333333,0.583333,0,0.571429,0.75,1.181818,-2.39659,-3.934565,-3.761586,2,1
30,0,11,18,0,17,12,0,2,3,0,0,0.366667,0.6,0,0.611111,0.566667,1.137931,-1.039832,-4.575744,-8.750537,19.92555,1
