@relation 'Domains 05.11.2020 12:35:42'

@attribute DomainLength numeric
@attribute NumberDigits numeric
@attribute NumberVowels numeric
@attribute NumberConsonants numeric
@attribute NumberSpecialCharacters numeric
@attribute NumberUniqueCharacter numeric
@attribute NumberRepetitions numeric
@attribute LengthDigitsSequence numeric
@attribute LengthVowelsSequence numeric
@attribute LengthConsonantSequence numeric
@attribute LengthSpecialCharactersSequence numeric
@attribute RatioDigitToLength numeric
@attribute RatioVowelsToLength numeric
@attribute RatioConsonantsToLength numeric
@attribute RatioSpecialCharactersToLength numeric
@attribute RatioVowelsToConsonants numeric
@attribute RatioUniqueCharacterToLength numeric
@attribute FrequencyRepeat numeric
@attribute FrequencyNgram2 numeric
@attribute FrequencyNgram3 numeric
@attribute FrequencyNgram4 numeric
@attribute FrequencyNgram5 numeric
@attribute class {0,1}

@data
16,0,5,10,0,12,6,0,1,3,0,0,0.3125,0.625,0,0.5,0.75,1,-2.452825,-4.984542,-5.970557,-11,0
14,0,5,8,0,11,6,0,1,3,0,0,0.357143,0.571429,0,0.625,0.785714,1.153846,-1.02913,-3.317784,-5.263842,-9,0
13,3,4,5,0,12,8,3,1,1,0,0.230769,0.307692,0.384615,0,0.8,0.923077,1,-2.083829,-7.378314,-4.480294,-4,0
24,0,9,14,0,15,10,0,1,3,0,0,0.375,0.583333,0,0.642857,0.625,1.26087,-3.613192,-7.00664,-10.553175,-16,0
12,0,4,7,0,9,5,0,2,3,0,0,0.333333,0.583333,0,0.571429,0.75,1.181818,-1.89753,-2.802402,-3.796576,-4,0
23,0,6,16,0,13,7,0,2,3,0,0,0.26087,0.695652,0,0.375,0.565217,1.181818,-1.967383,-4.364781,-5.787194,-14,0
19,0,7,11,0,13,8,0,1,2,0,0,0.368421,0.578947,0,0.636364,0.684211,1.166667,-3.511832,-5.019378,-6.670165,-9,0
15,0,6,8,0,10,7,0,2,3,0,0,0.4,0.533333,0,0.75,0.666667,1.142857,-2.201112,-4.341874,-6.381899,-9,0
33,0,11,20,0,16,13,0,2,4,0,0,0.333333,0.606061,0,0.55,0.484848,1.375,-3.896971,-9.288769,-17.423578,-25.557769,0
19,3,6,8,0,13,11,3,2,2,0,0.157895,0.315789,0.421053,0,0.75,0.684211,1.055556,-3.554895,-9.550579,-9.891277,-10,0
16,0,6,9,0,12,7,0,1,2,0,0,0.375,0.5625,0,0.666667,0.75,1.066667,-1.806262,-5.833595,-10.72157,-8,0
13,0,3,9,0,11,4,0,1,3,0,0,0.230769,0.692308,0,0.333333,0.846154,1,-0.805795,-0.464908,-0.631296,-4,0
10,0,2,6,0,10,4,0,1,2,0,0,0.2,0.6,0,0.333333,1,1,-3.311153,-5.111448,-5.881188,-2,0
10,0,4,5,0,9,5,0,2,1,0,0,0.4,0.5,0,0.8,0.9,1,-0.743838,-2.65,-3.589286,-2,0
20,0,9,10,0,12,10,0,2,2,0,0,0.45,0.5,0,0.9,0.6,1.210526,-2.24028,-7.766924,-10.957896,-13,0
15,0,5,9,0,11,6,0,1,3,0,0,0.333333,0.6,0,0.555556,0.733333,1.214286,-2.373082,-4.940503,-5.754539,-6.857143,0
14,0,5,8,0,13,6,0,2,3,0,0,0.357143,0.571429,0,0.625,0.928571,1,-2.075236,-3.023945,-5.219604,-5,0
15,0,7,6,0,12,9,0,2,2,0,0,0.466667,0.4,0,1.166667,0.8,1.071429,-3.468416,-6.701782,-8.760736,-5.5,0
9,0,4,4,0,7,5,0,1,1,0,0,0.444444,0.444444,0,1,0.777778,1.375,-2.848275,-2.833403,-2.415841,0,0
11,0,4,6,0,10,5,0,2,3,0,0,0.363636,0.545455,0,0.666667,0.909091,1,-2.709425,-4.758041,-4.905109,-4,0
15,0,5,9,0,10,6,0,2,2,0,0,0.333333,0.6,0,0.555556,0.666667,1,-3.159387,-5.506347,-6.124103,-9,0
10,0,4,5,0,8,5,0,1,3,0,0,0.4,0.5,0,0.8,0.8,1,-1.879719,-1.87631,-4.184149,-2,0
10,0,4,5,0,9,5,0,2,2,0,0,0.4,0.5,0,0.8,0.9,1,-2.280562,-1.226639,-0.543061,-3.428571,0
19,0,5,13,0,13,6,0,2,3,0,0,0.263158,0.684211,0,0.384615,0.684211,1.055556,0.162809,-0.705737,-4.407033,-10,0
19,3,5,10,0,15,9,3,1,3,0,0.157895,0.263158,0.526316,0,0.5,0.789474,1.222222,-2.612265,-7.984083,-7.862703,-10,0
14,0,4,9,0,11,5,0,1,4,0,0,0.285714,0.642857,0,0.444444,0.785714,1.076923,-2.171868,-1.957377,-2.008177,-5,0
29,1,10,16,0,17,13,1,2,3,0,0.034483,0.344828,0.551724,0,0.625,0.586207,1.214286,-5.94799,-10.256116,-13.740762,-19.933333,0
36,0,12,20,0,20,16,0,2,3,0,0,0.333333,0.555556,0,0.6,0.555556,1.2,-6.162933,-13.542875,-25.406822,-25.714286,0
17,0,7,9,0,14,8,0,2,2,0,0,0.411765,0.529412,0,0.777778,0.823529,1,-0.297273,0.869827,0.314472,-10,0
11,0,4,5,0,8,6,0,2,2,0,0,0.363636,0.454545,0,0.8,0.727273,1.3,-4.805523,-5.480132,-4.4737,-3,0
15,0,5,9,0,9,6,0,1,4,0,0,0.333333,0.6,0,0.555556,0.6,1.214286,-1.12267,-3.876751,-6.363314,-7,0
10,0,4,4,0,9,6,0,1,1,0,0,0.4,0.4,0,1,0.9,1,-2.70312,-4.431233,-2.850575,-2,0
12,0,3,8,0,9,4,0,1,3,0,0,0.25,0.666667,0,0.375,0.75,1,-1.045809,-1.871253,-1.404633,-3,0
13,0,5,6,0,10,7,0,1,1,0,0,0.384615,0.461538,0,0.833333,0.769231,1.166667,-3.795097,-5.880736,-5.946053,-4,0
12,0,4,7,0,10,5,0,1,3,0,0,0.333333,0.583333,0,0.571429,0.833333,1.090909,-2.423836,-2.955712,-5.094332,-5,0
7,1,2,3,0,6,4,1,1,2,0,0.142857,0.285714,0.428571,0,0.666667,0.857143,1.333333,-0.775177,-2.148148,0,0,0
18,0,6,11,0,13,7,0,1,3,0,0,0.333333,0.611111,0,0.545455,0.722222,1.058824,-0.663947,-1.639779,-3.107806,-10,0
16,0,7,8,0,11,8,0,2,2,0,0,0.4375,0.5,0,0.875,0.6875,1.266667,-3.200261,-4.453114,-6.532163,-7,0
12,0,4,7,0,11,5,0,2,5,0,0,0.333333,0.583333,0,0.571429,0.916667,1,-1.454447,-3.246468,-3.651914,-6,0
15,0,7,7,0,10,8,0,2,2,0,0,0.466667,0.466667,0,1,0.666667,1.071429,-2.540813,-3.907009,-6.767683,-6.833333,0
10,0,3,6,0,8,4,0,1,2,0,0,0.3,0.6,0,0.5,0.8,1,-1.915101,-2.193387,-2.558483,-2,0
17,0,6,10,0,14,7,0,2,2,0,0,0.352941,0.588235,0,0.6,0.823529,1,-2.396697,-4.422227,-7.609165,-8.380952,0
9,0,3,5,0,8,4,0,1,2,0,0,0.333333,0.555556,0,0.6,0.888889,1,-1.700571,-1.429725,-1.690578,-0.333333,0
13,0,3,9,0,8,4,0,1,3,0,0,0.230769,0.692308,0,0.333333,0.615385,1.166667,-1.399741,-4.252991,-6.084652,-4,0
8,0,3,4,0,6,4,0,1,3,0,0,0.375,0.5,0,0.75,0.75,1.142857,-1.230173,-1.723834,-2,0,0
16,0,7,6,0,11,10,0,2,1,0,0,0.4375,0.375,0,1.166667,0.6875,1.133333,-6.433887,-8.373357,-11.061674,-8,0
20,0,7,11,0,14,9,0,2,2,0,0,0.35,0.55,0,0.636364,0.7,1,-2.699463,-6.390954,-10.911837,-13,0
14,0,5,8,0,10,6,0,2,3,0,0,0.357143,0.571429,0,0.625,0.714286,1.153846,-0.927627,-2.147803,-6.153347,-6,0
15,0,8,6,0,10,9,0,4,1,0,0,0.533333,0.4,0,1.333333,0.666667,1.214286,-1.600707,-1.394499,-2.562253,-8,0
18,0,6,11,0,11,7,0,3,6,0,0,0.333333,0.611111,0,0.545455,0.611111,1.117647,0.519109,-0.176917,0.283891,-9,0
17,0,7,9,0,13,8,0,2,2,0,0,0.411765,0.529412,0,0.777778,0.764706,1.125,-1.094313,-1.961149,-0.664132,-4.233333,0
9,1,3,4,0,7,5,1,1,2,0,0.111111,0.333333,0.444444,0,0.75,0.777778,1.375,-2.040773,-3.512931,-2,0,0
10,0,2,6,0,8,4,0,1,2,0,0,0.2,0.6,0,0.333333,0.8,1,-2.642252,-3.743196,-6,-2,0
6,1,3,1,0,5,5,1,2,1,0,0.166667,0.5,0.166667,0,3,0.833333,1,-1.283218,-1.425197,-1,0,0
14,0,5,8,0,8,6,0,2,2,0,0,0.357143,0.571429,0,0.625,0.571429,1.461538,-1.045964,-5.329651,-6.481523,-7,0
16,0,6,9,0,13,7,0,2,2,0,0,0.375,0.5625,0,0.666667,0.8125,1,-1.089828,-3.238042,-5.38343,-8,0
23,0,8,14,0,17,9,0,2,3,0,0,0.347826,0.608696,0,0.571429,0.73913,1.045455,-1.38195,-5.78036,-8.919783,-12.933333,0
16,0,5,10,0,13,6,0,1,4,0,0,0.3125,0.625,0,0.5,0.8125,1,-1.89044,-3.467669,-2.860061,-7,0
11,0,5,4,0,9,7,0,2,1,0,0,0.454545,0.363636,0,1.25,0.818182,1.2,-3.954087,-5.052883,-6.74813,-3,0
10,2,2,5,0,10,5,2,1,2,0,0.2,0.2,0.5,0,0.4,1,1,-1.654204,-5.162598,-5.823915,-2,0
21,2,5,13,0,16,8,2,1,4,0,0.095238,0.238095,0.619048,0,0.384615,0.761905,1.15,-1.661008,-7.166737,-11.189148,-12,0
13,0,4,8,0,12,5,0,1,3,0,0,0.307692,0.615385,0,0.5,0.923077,1.083333,-2.294918,-4.940667,-5.47821,-4,0
9,0,2,6,0,8,3,0,1,3,0,0,0.222222,0.666667,0,0.333333,0.888889,1,-0.12356,0.803631,0.685714,0,0
10,0,4,5,0,9,5,0,2,1,0,0,0.4,0.5,0,0.8,0.9,1,-1.25042,-1.468268,-3.773675,-2,0
11,0,5,5,0,8,6,0,1,2,0,0,0.454545,0.454545,0,1,0.727273,1.3,-3.339967,-2.932344,-1.024055,-1.679487,0
16,1,8,6,0,12,10,1,3,2,0,0.0625,0.5,0.375,0,1.333333,0.75,1.066667,-2.589636,-7.110083,-8.41871,-5,0
14,0,5,8,0,11,6,0,2,2,0,0,0.357143,0.571429,0,0.625,0.785714,1.076923,-0.779553,-2.642681,-5.408426,-7,0
26,0,11,13,0,13,13,0,3,4,0,0,0.423077,0.5,0,0.846154,0.5,1.28,-2.791338,-4.307011,-8.365129,-15.666667,0
17,0,4,11,0,12,6,0,1,3,0,0,0.235294,0.647059,0,0.363636,0.705882,1.1875,-4.799496,-7.078356,-7.887695,-6.961905,0
18,0,6,10,0,12,8,0,2,2,0,0,0.333333,0.555556,0,0.6,0.666667,1.058824,-2.861967,-2.584413,-4.600981,-5.00995,0
13,0,5,7,0,9,6,0,2,2,0,0,0.384615,0.538462,0,0.714286,0.692308,1.416667,-3.018147,-2.916804,-4.506406,-6,0
17,0,7,9,0,11,8,0,1,2,0,0,0.411765,0.529412,0,0.777778,0.647059,1.375,-0.383504,-3.805392,-6.672543,-7.571429,0
13,0,4,8,0,11,5,0,1,3,0,0,0.307692,0.615385,0,0.5,0.846154,1.25,-1.83254,-2.395125,-2.591161,-4.666667,0
7,0,1,5,0,6,2,0,1,3,0,0,0.142857,0.714286,0,0.2,0.857143,1,-1.054148,-1.776344,-1,0,0
9,0,2,6,0,9,3,0,1,4,0,0,0.222222,0.666667,0,0.333333,1,1,-0.580499,-0.785655,0.450704,0,0
12,0,4,6,0,9,6,0,1,2,0,0,0.333333,0.5,0,0.666667,0.75,1.181818,-4.106451,-5.278197,-5.839588,-4.333333,0
12,0,4,7,0,10,5,0,1,2,0,0,0.333333,0.583333,0,0.571429,0.833333,1,-2.315831,-2.961925,-4.896789,-3,0
11,0,4,6,0,10,5,0,2,2,0,0,0.363636,0.545455,0,0.666667,0.909091,1,-2.042096,-4.270921,-3.893245,-2,0
21,0,8,11,0,13,10,0,2,2,0,0,0.380952,0.52381,0,0.727273,0.619048,1.1,-3.063206,-7.665079,-13.554307,-12,0
13,0,5,6,0,12,7,0,1,1,0,0,0.384615,0.461538,0,0.833333,0.923077,1.083333,-3.988021,-5.749183,-5.890541,-6,0
19,0,8,10,0,13,9,0,3,2,0,0,0.421053,0.526316,0,0.8,0.684211,1,-2.553805,-5.03394,-5.974329,-11.8,0
14,0,3,10,0,12,4,0,1,5,0,0,0.214286,0.714286,0,0.3,0.857143,1.230769,-0.569215,-1.855413,-4.457768,-6.857143,0
29,0,11,15,0,13,14,0,2,2,0,0,0.37931,0.517241,0,0.733333,0.448276,1.357143,-4.566413,-12.251386,-20.899855,-20.5,0
12,0,4,7,0,9,5,0,1,2,0,0,0.333333,0.583333,0,0.571429,0.75,1.090909,-2.764451,-4.288109,-5.278033,-4,0
13,0,3,9,0,12,4,0,1,4,0,0,0.230769,0.692308,0,0.333333,0.923077,1,-0.184497,-0.335866,-3.14557,-5.75,0
24,0,10,13,0,14,11,0,2,4,0,0,0.416667,0.541667,0,0.769231,0.583333,1.130435,-3.28432,-8.29211,-9.398417,-13.811404,0
24,0,11,12,0,12,12,0,3,2,0,0,0.458333,0.5,0,0.916667,0.5,1.478261,-3.737579,-7.240981,-6.432141,-12.663095,0
15,0,6,8,0,11,7,0,1,2,0,0,0.4,0.533333,0,0.75,0.733333,1.071429,-3.268607,-6.797419,-7.532063,-5.5,0
15,0,5,9,0,13,6,0,1,2,0,0,0.333333,0.6,0,0.555556,0.866667,1,-1.262284,-3.27454,-4.595726,-7,0
12,0,4,7,0,10,5,0,1,2,0,0,0.333333,0.583333,0,0.571429,0.833333,1,-1.805776,-2.911332,-3.798058,-5,0
25,2,7,11,0,12,14,1,2,2,0,0.08,0.28,0.44,0,0.636364,0.48,1.375,-0.481484,-5.210357,-7.347141,-11,0
12,0,3,8,0,9,4,0,1,3,0,0,0.25,0.666667,0,0.375,0.75,1.272727,-2.316713,-3.451272,-3.510911,-4,0
14,0,5,7,0,13,7,0,1,2,0,0,0.357143,0.5,0,0.714286,0.928571,1,-5.307346,-6.45428,-7.713745,-6,0
11,0,4,6,0,11,5,0,2,2,0,0,0.363636,0.545455,0,0.666667,1,1,-3.173363,-5.228296,-4.64596,-2,0
11,0,5,5,0,9,6,0,2,1,0,0,0.454545,0.454545,0,1,0.818182,1.1,-0.313905,-0.964897,-3.60464,-4,0
11,0,2,8,0,7,3,0,1,5,0,0,0.181818,0.727273,0,0.25,0.636364,1.2,-1.445681,-1.551996,-1.359509,-3,0
17,0,6,10,0,14,7,0,1,2,0,0,0.352941,0.588235,0,0.6,0.823529,1.0625,-2.038686,-2.539096,-4.615539,-11,0
12,0,4,7,0,11,5,0,1,2,0,0,0.333333,0.583333,0,0.571429,0.916667,1.090909,-3.086496,-4.268625,-5.631399,-6,0
15,0,5,9,0,13,6,0,1,3,0,0,0.333333,0.6,0,0.555556,0.866667,1,-2.22399,-3.809357,-6.51931,-8.75,0
21,0,7,12,0,15,9,0,2,3,0,0,0.333333,0.571429,0,0.583333,0.714286,1.05,-5.919261,-10.700536,-12.051231,-13,0
10,0,3,6,0,9,4,0,1,2,0,0,0.3,0.6,0,0.5,0.9,1,-2.855426,-3.139045,-3.507631,-1.533333,0
16,0,6,9,0,13,7,0,2,4,0,0,0.375,0.5625,0,0.666667,0.8125,1,-0.334151,-1.552171,-3.323262,-9,0
26,0,11,14,0,14,12,0,2,2,0,0,0.423077,0.538462,0,0.785714,0.538462,1.2,-2.870511,-5.229412,-9.276802,-19.112821,0
18,0,8,8,0,13,10,0,2,2,0,0,0.444444,0.444444,0,1,0.722222,1,-3.140558,-4.910572,-8.974879,-10,0
9,0,3,5,0,7,4,0,1,2,0,0,0.333333,0.555556,0,0.6,0.777778,1,-1.668351,-2.303437,-3.868826,-1,0
30,0,11,18,0,16,12,0,2,3,0,0,0.366667,0.6,0,0.611111,0.533333,1.068966,-3.509282,-5.237507,-5.961255,-20.679487,0
14,0,4,8,0,9,6,0,1,4,0,0,0.285714,0.571429,0,0.5,0.642857,1.076923,-3.578363,-3.862441,-3.29867,-7,0
8,0,3,4,0,7,4,0,2,2,0,0,0.375,0.5,0,0.75,0.875,1,-2.278456,-3.212186,-3.53183,0,0
20,0,8,10,0,15,10,0,3,2,0,0,0.4,0.5,0,0.8,0.75,1.105263,-2.583059,-3.103708,-3.824909,-12,0
9,0,3,5,0,7,4,0,1,3,0,0,0.333333,0.555556,0,0.6,0.777778,1.25,-2.022227,-3.483419,-3.440092,-1,0
20,0,7,12,0,14,8,0,1,3,0,0,0.35,0.6,0,0.583333,0.7,1.052632,-2.715822,-8.108646,-10.795516,-12.333333,0
23,0,8,14,0,14,9,0,1,3,0,0,0.347826,0.608696,0,0.571429,0.608696,1.136364,-2.592241,-3.928411,-7.045377,-13.666667,0
20,0,6,13,0,16,7,0,2,4,0,0,0.3,0.65,0,0.461538,0.8,1.157895,0.20762,-2.068599,-4.203229,-5,0
18,0,8,8,0,10,10,0,3,3,0,0,0.444444,0.444444,0,1,0.555556,1.294118,-3.148148,-5.432804,-7.359516,-10,0
12,0,4,7,0,11,5,0,1,3,0,0,0.333333,0.583333,0,0.571429,0.916667,1.090909,-2.777757,-3.313631,-2.007572,-4,0
26,0,11,14,0,14,12,0,2,2,0,0,0.423077,0.538462,0,0.785714,0.538462,1.4,-2.79708,-8.476418,-12.219679,-20,0
18,0,8,9,0,11,9,0,2,2,0,0,0.444444,0.5,0,0.888889,0.611111,1.058824,-2.404391,-5.745067,-7.60991,-11.8,0
15,0,5,8,0,13,7,0,1,2,0,0,0.333333,0.533333,0,0.625,0.866667,1,-4.351256,-5.777022,-9.093005,-6.333333,0
11,0,4,5,0,8,6,0,1,1,0,0,0.363636,0.454545,0,0.8,0.727273,1.2,-5.146556,-6.40507,-5.880289,-4,0
10,0,3,6,0,8,4,0,1,2,0,0,0.3,0.6,0,0.5,0.8,1.111111,-2.321297,-3.650539,-5.360275,-1,0
13,0,5,7,0,11,6,0,2,2,0,0,0.384615,0.538462,0,0.714286,0.846154,1.166667,-1.261245,-3.814581,-5.830691,-6,0
7,0,1,5,0,7,2,0,1,3,0,0,0.142857,0.714286,0,0.2,1,1,0.439416,0.289964,0.727273,0,0
12,0,4,7,0,9,5,0,2,3,0,0,0.333333,0.583333,0,0.571429,0.75,1.090909,-2.255097,-4.360873,-5.785486,-3,0
9,0,4,4,0,6,5,0,1,1,0,0,0.444444,0.444444,0,1,0.666667,1.5,-2.271911,-2.737626,-2.965549,-2,0
14,2,3,8,0,12,6,2,1,3,0,0.142857,0.214286,0.571429,0,0.375,0.857143,1.076923,0.689026,-3.806668,-3.681885,-4.846154,0
16,0,4,10,0,12,6,0,1,3,0,0,0.25,0.625,0,0.4,0.75,1.266667,-2.149599,-5.084934,-9.004548,-6.666667,0
20,0,7,11,0,15,9,0,2,3,0,0,0.35,0.55,0,0.636364,0.75,1.105263,-2.780984,-4.858075,-7.243489,-9.350476,0
9,0,2,6,0,7,3,0,1,3,0,0,0.222222,0.666667,0,0.333333,0.777778,1,-1.23875,-1.979763,-2.903831,-1,0
14,0,4,8,0,11,6,0,1,3,0,0,0.285714,0.571429,0,0.5,0.785714,1.076923,-3.020932,-6.720516,-7.825913,-7.9,0
12,1,5,5,0,10,7,1,1,2,0,0.083333,0.416667,0.416667,0,1,0.833333,1.090909,-0.602351,-1.386634,-1.859052,-4,0
10,0,3,6,0,9,4,0,1,2,0,0,0.3,0.6,0,0.5,0.9,1,-1.623625,-2.511265,-1.376366,-2,0
27,0,10,14,0,16,13,0,2,2,0,0,0.37037,0.518519,0,0.714286,0.592593,1.192308,-7.834466,-14.834751,-18.660537,-21.455556,0
17,0,8,8,0,13,9,0,2,2,0,0,0.470588,0.470588,0,1,0.764706,1.0625,-1.938827,-2.782529,-2.823223,-6,0
11,0,4,6,0,8,5,0,1,2,0,0,0.363636,0.545455,0,0.666667,0.727273,1.2,-2.993331,-4.680218,-4.996529,-2,0
29,0,8,17,0,18,12,0,1,3,0,0,0.275862,0.586207,0,0.470588,0.62069,1.035714,-10.42703,-18.723871,-22.286856,-20.166667,0
10,0,4,5,0,8,5,0,1,2,0,0,0.4,0.5,0,0.8,0.8,1.111111,-2.238361,-1.641292,-2.107035,-2.666667,0
14,0,4,9,0,11,5,0,1,3,0,0,0.285714,0.642857,0,0.444444,0.785714,1.230769,-1.824889,-2.210247,-0.884047,-2.809524,0
14,0,3,10,0,11,4,0,2,4,0,0,0.214286,0.714286,0,0.3,0.785714,1.076923,-0.938768,-0.580395,-3.273236,-4.358974,0
35,0,14,17,0,17,18,0,2,2,0,0,0.4,0.485714,0,0.823529,0.485714,1.176471,-9.979914,-18.697521,-27.04867,-26.866667,0
9,0,3,5,0,9,4,0,1,2,0,0,0.333333,0.555556,0,0.6,1,1,-1.826009,-2.920099,-2.30714,-1,0
15,0,6,8,0,10,7,0,1,2,0,0,0.4,0.533333,0,0.75,0.666667,1.428571,-2.033982,-2.551968,-4.986748,-7,0
16,0,6,9,0,13,7,0,2,2,0,0,0.375,0.5625,0,0.666667,0.8125,1.066667,-3.705689,-6.721061,-10.813524,-8.6,0
14,0,6,7,0,8,7,0,2,2,0,0,0.428571,0.5,0,0.857143,0.571429,1.307692,-2.523076,-4.094312,-6.214307,-5,0
9,0,1,7,0,7,2,0,1,6,0,0,0.111111,0.777778,0,0.142857,0.777778,1.125,0.738711,1.18284,0.333333,-1,0
9,0,3,5,0,8,4,0,1,2,0,0,0.333333,0.555556,0,0.6,0.888889,1,-2.469181,-3.568612,-4.874982,1,0
7,0,3,3,0,7,4,0,1,1,0,0,0.428571,0.428571,0,1,1,1,-1.786263,-1.657713,-0.428571,0,0
20,0,10,9,0,11,11,0,2,2,0,0,0.5,0.45,0,1.111111,0.55,1.210526,-2.434163,-3.939017,-2.219031,-13,0
12,0,6,5,0,9,7,0,2,1,0,0,0.5,0.416667,0,1.2,0.75,1.181818,-1.343173,-3.442885,-5.306421,-4,0
10,0,4,5,0,8,5,0,1,2,0,0,0.4,0.5,0,0.8,0.8,1,-1.916142,-1.970112,-2.511867,-3,0
9,0,3,5,0,7,4,0,1,2,0,0,0.333333,0.555556,0,0.6,0.777778,1.125,-2.358187,-2.25733,-2.633825,-2,0
14,0,4,9,0,13,5,0,1,2,0,0,0.285714,0.642857,0,0.444444,0.928571,1,-2.151376,-5.073562,-2.989432,-6,0
8,0,2,5,0,7,3,0,1,2,0,0,0.25,0.625,0,0.4,0.875,1,-2.270233,-2.182034,-1.832244,0,0
12,1,5,4,0,12,8,1,2,1,0,0.083333,0.416667,0.333333,0,1.25,1,1,-2.688744,-5.365088,-6.796647,-5,0
9,0,2,6,0,9,3,0,1,4,0,0,0.222222,0.666667,0,0.333333,1,1,-1.567956,-1.339119,-2.487699,-1,0
10,0,2,6,0,8,4,0,1,3,0,0,0.2,0.6,0,0.333333,0.8,1,-2.383654,-3.798667,-4.984962,-2,0
17,0,7,8,0,13,9,0,2,3,0,0,0.411765,0.470588,0,0.875,0.764706,1.0625,-4.536122,-3.720746,-4.508979,-8.679487,0
15,0,6,8,0,11,7,0,2,2,0,0,0.4,0.533333,0,0.75,0.733333,1.071429,-2.503447,-6.022627,-8.375759,-5,0
18,0,7,10,0,14,8,0,2,3,0,0,0.388889,0.555556,0,0.7,0.777778,1,-0.614585,-3.428349,-4.897844,-12,0
13,0,5,7,0,9,6,0,1,2,0,0,0.384615,0.538462,0,0.714286,0.692308,1.166667,-2.912838,-4.912883,-6.15771,-7,0
15,0,6,8,0,10,7,0,2,2,0,0,0.4,0.533333,0,0.75,0.666667,1.214286,-2.616635,-2.545242,-3.073395,-7,0
22,0,9,12,0,15,10,0,2,3,0,0,0.409091,0.545455,0,0.75,0.681818,1.190476,-2.262388,-2.53538,-1.364321,-9.333333,0
11,0,5,5,0,9,6,0,2,1,0,0,0.454545,0.454545,0,1,0.818182,1.2,-2.434486,-5.269285,-6.818288,-5,0
13,0,4,8,0,10,5,0,1,2,0,0,0.307692,0.615385,0,0.5,0.769231,1.083333,0.002629,1.268973,1.346874,-5,0
15,0,6,8,0,9,7,0,2,3,0,0,0.4,0.533333,0,0.75,0.6,1.571429,-2.078733,-3.883305,-5.740923,-9,0
11,0,3,7,0,8,4,0,1,3,0,0,0.272727,0.636364,0,0.428571,0.727273,1.4,-1.358578,-1.455428,-1.379192,-2,0
15,0,6,8,0,9,7,0,1,3,0,0,0.4,0.533333,0,0.75,0.6,1.357143,-2.572254,-4.62971,-6.373578,-8.846154,0
16,0,6,9,0,12,7,0,1,3,0,0,0.375,0.5625,0,0.666667,0.75,1.133333,-3.06611,-4.440507,-6.765251,-8.846154,0
16,0,6,8,0,13,8,0,2,2,0,0,0.375,0.5,0,0.75,0.8125,1.133333,-3.499626,-4.96817,-7.514857,-7,0
18,0,7,10,0,11,8,0,2,2,0,0,0.388889,0.555556,0,0.7,0.611111,1,-3.307595,-6.274189,-9.16196,-10.777778,0
9,0,3,4,0,7,5,0,1,2,0,0,0.333333,0.444444,0,0.75,0.777778,1.25,-3.046319,-4.309569,-4.984962,-1,0
12,0,5,6,0,10,6,0,1,2,0,0,0.416667,0.5,0,0.833333,0.833333,1.090909,-2.456002,-3.286662,-1.926851,-3.833333,0
12,0,3,8,0,10,4,0,1,3,0,0,0.25,0.666667,0,0.375,0.833333,1,-0.862585,-2.19953,-1.896255,-2,0
14,0,5,8,0,10,6,0,2,3,0,0,0.357143,0.571429,0,0.625,0.714286,1.076923,-1.818816,-3.827069,-5.687259,-5,0
10,0,1,7,0,7,3,0,1,4,0,0,0.1,0.7,0,0.142857,0.7,1.333333,-1.242676,-1.072926,-0.236667,-2,0
22,4,5,11,0,18,11,4,1,3,0,0.181818,0.227273,0.5,0,0.454545,0.818182,1,-3.006338,-13.626367,-17.021379,-13.333333,0
14,0,5,8,0,10,6,0,2,3,0,0,0.357143,0.571429,0,0.625,0.714286,1.076923,-1.47295,-2.064272,-3.638719,-5.811404,0
13,0,5,7,0,7,6,0,1,1,0,0,0.384615,0.538462,0,0.714286,0.538462,1.416667,-3.871027,-3.693066,-2.171448,-3,0
9,0,3,5,0,7,4,0,1,2,0,0,0.333333,0.555556,0,0.6,0.777778,1,-1.847839,-2.80598,-3.490477,-1,0
16,0,5,10,0,12,6,0,2,4,0,0,0.3125,0.625,0,0.5,0.75,1.066667,-0.598145,-3.337673,-5.383769,-9,0
10,0,3,6,0,8,4,0,1,2,0,0,0.3,0.6,0,0.5,0.8,1.111111,-2.048649,-3.192176,-3.145612,-1,0
13,0,4,8,0,11,5,0,1,2,0,0,0.307692,0.615385,0,0.5,0.846154,1.083333,-2.905073,-3.80867,-3.898751,-4.833333,0
36,0,16,19,0,17,17,0,2,3,0,0,0.444444,0.527778,0,0.842105,0.472222,1.314286,-4.460816,-6.40098,-8.381187,-22.435591,0
15,0,7,7,0,11,8,0,3,2,0,0,0.466667,0.466667,0,1,0.733333,1,-1.135302,-1.891174,-3.309045,-5,0
10,0,2,7,0,10,3,0,1,4,0,0,0.2,0.7,0,0.285714,1,1,-0.05489,-0.27688,-0.631325,-1,0
13,0,6,6,0,10,7,0,3,2,0,0,0.461538,0.461538,0,1,0.769231,1.083333,-1.744995,-2.602616,-3.753514,-5,0
13,0,5,6,0,9,7,0,2,2,0,0,0.384615,0.461538,0,0.833333,0.692308,1.083333,-4.280655,-4.958742,-6.171535,-4.333333,0
11,0,3,7,0,9,4,0,1,2,0,0,0.272727,0.636364,0,0.428571,0.818182,1,-1.425841,-3.217081,-4.227489,-1,0
14,0,6,7,0,12,7,0,1,1,0,0,0.428571,0.5,0,0.857143,0.857143,1.153846,-2.458775,-2.979631,-4.158726,-9,0
